title,company,location,url,posted_date,job_type,eligibility,skills,source_id
Analyst – Fund Accounting,BNP Paribas India Solutions Pvt. Ltd.,In Office  |  Mumbai,https://unstop.com/jobs/analyst-fund-accounting-bnp-paribas-india-solutions-pvt-ltd-1711275,"Jul 6, 2026",Full Time,,"Accounting, Fresher",analyst-fund-accounting-bnp-paribas-india-solutions-pvt-ltd-1711275
Financial Benefit Associate (FBA),Gallagher,"In Office  |  Bangalore, Pune, Mumbai",https://unstop.com/jobs/financial-benefit-associate-fba-gallagher-1710854,"Jul 6, 2026",Full Time,,"Data Analysis, Financial Planning & Analysis, Fresher",financial-benefit-associate-fba-gallagher-1710854
Associate Benefits Support Services Analyst,"TriNet Group, Inc",In Office  |  Hyderabad,https://unstop.com/jobs/associate-benefits-support-services-analyst-trinet-group-inc-1710804,"Jul 6, 2026",Full Time,1 -,"Others, Customer Support, Fresher",associate-benefits-support-services-analyst-trinet-group-inc-1710804
Technical Support Associate,infeedo-ai,In Office  |  Gurgaon,https://unstop.com/jobs/technical-support-associate-infeedo-ai-1710801,"Jul 6, 2026",Full Time,1 -,"Technical Support, Fresher, Experienced Professionals",technical-support-associate-infeedo-ai-1710801
Chemical Engineer I,"Honeywell International, Inc.",In Office  |  Gurgaon,https://unstop.com/jobs/chemical-engineer-i-honeywell-international-inc-1710762,"Jul 6, 2026",Full Time,,"Chemical Engineer, Fresher",chemical-engineer-i-honeywell-international-inc-1710762
Senior Customer Service Associate,Fiserv,In Office  |  Thane,https://unstop.com/jobs/senior-customer-service-associate-fiserv-1710769,"Jul 6, 2026",Full Time,1 -,"Customer Support, Fresher, Experienced Professionals",senior-customer-service-associate-fiserv-1710769
Business Process Representative,"Keysight Technologies, Inc",In Office  |  Gurgaon,https://unstop.com/jobs/business-process-representative-keysight-technologies-inc-1710648,"Jul 6, 2026",Full Time,,"Business Analysis, Financial Planning & Analysis, Fresher",business-process-representative-keysight-technologies-inc-1710648
Business Development Executive - Gold Loan,CSB Bank Ltd,In Office  |  Baramati,https://unstop.com/jobs/business-development-executive-gold-loan-csb-bank-ltd-1711575,"Jul 6, 2026",Full Time,1 -,"Business Development, Fresher, Experienced Professionals",business-development-executive-gold-loan-csb-bank-ltd-1711575
Graphic Visualiser,Quawd Solutions Pvt. Ltd,In Office  |  Mumbai,https://unstop.com/jobs/graphic-visualiser-quawd-solutions-pvt-ltd-1711608,"Jul 6, 2026",Full Time,,"Graphic Design, Fresher",graphic-visualiser-quawd-solutions-pvt-ltd-1711608
Engineer - Process Mechanical,Arcadis,In Office  |  Bangalore,https://unstop.com/jobs/engineer-process-mechanical-arcadis-1711605,"Jul 6, 2026",Full Time,,"Mechanical Engineer, Process Engineer, Fresher",engineer-process-mechanical-arcadis-1711605
Pre-Sales Consultant – Financial Crime,SymphonyAI,In Office  |  Bangalore,https://unstop.com/jobs/pre-sales-consultant-financial-crime-symphonyai-1711098,"Jul 6, 2026",Full Time,1 -,"Others, Experienced Professionals, Fresher",pre-sales-consultant-financial-crime-symphonyai-1711098
Associate HR Specialist,CSC,In Office  |  Bangalore,https://unstop.com/jobs/associate-hr-specialist-csc-1711606,"Jul 6, 2026",Full Time,1 -,"Human Resources (HR), Talent Acquisition, Fresher",associate-hr-specialist-csc-1711606
Industrial Trainee - Accounting,Rubrik,In Office  |  Bangalore,https://unstop.com/jobs/industrial-trainee-accounting-rubrik-1710849,"Jul 6, 2026",Full Time,1 -,"Accounting, Fresher, Experienced Professionals",industrial-trainee-accounting-rubrik-1710849
Customer Service Specialist,Greenlight Technologies,Hybrid  |  Bangalore,https://unstop.com/jobs/customer-service-specialist-greenlight-technologies-1710822,"Jul 6, 2026",Full Time,1 -,"Customer Support, Client Servicing, Fresher",customer-service-specialist-greenlight-technologies-1710822
HR Solutions Services Associate I,Conduent,In Office  |  Noida,https://unstop.com/jobs/hr-solutions-services-associate-i-conduent-1710807,"Jul 6, 2026",Full Time,,"HR Operations, Fresher",hr-solutions-services-associate-i-conduent-1710807
Senior Executive - Engineering,Brandix Apparel Private Limited,In Office  |  Visakhapatnam,https://unstop.com/jobs/senior-executive-engineering-brandix-apparel-private-limited-1711593,"Jul 6, 2026",Full Time,1 -,"Mechanical Engineer, Electrical Engineer, Fresher",senior-executive-engineering-brandix-apparel-private-limited-1711593
IT Engineering Graduate Trainee,GIA services pvt ltd.,In Office  |  Navi Mumbai,https://unstop.com/jobs/it-engineering-graduate-trainee-gia-services-pvt-ltd-1711600,"Jul 6, 2026",Full Time,,"Technical Support, Others, Fresher",it-engineering-graduate-trainee-gia-services-pvt-ltd-1711600
"Associate - TP Advisory, Compliance, APA and Controversy",Deloitte,In Office  |  Mumbai,https://unstop.com/jobs/associate-tp-advisory-compliance-apa-and-controversy-deloitte-1710594,"Jul 3, 2026",Full Time,,"Compliance, Fresher, Experienced Professionals",associate-tp-advisory-compliance-apa-and-controversy-deloitte-1710594
Software Engineer,Helium Consulting Pvt Ltd,In Office  | Pan India,https://unstop.com/jobs/software-engineer-helium-consulting-pvt-ltd-1710601,"Jul 3, 2026",Full Time,,"Software Development, Frontend Development, Fresher",software-engineer-helium-consulting-pvt-ltd-1710601
Data Scientist,Ericsson,In Office  |  Bangalore,https://unstop.com/jobs/data-scientist-ericsson-1710558,"Jul 3, 2026",Full Time,1 years,"Machine Learning Engineering, Data Science, Fresher",data-scientist-ericsson-1710558
Project Management Trainee,Konecranes,In Office  |  Bangalore,https://unstop.com/jobs/project-management-trainee-konecranes-1710114,"Jul 3, 2026",Full Time,,"Project Management, Others, Fresher",project-management-trainee-konecranes-1710114
Associate Accounts Payable Expert,Capgemini,In Office  |  Kolkata,https://unstop.com/jobs/associate-accounts-payable-expert-capgemini-1710357,"Jul 3, 2026",Full Time,,"Accounting, Fresher",associate-accounts-payable-expert-capgemini-1710357
Analyst - Application Security,"Intercontinental Exchange Holding, Inc.",In Office  |  Hyderabad,https://unstop.com/jobs/analyst-application-security-intercontinental-exchange-holding-inc-1710337,"Jul 3, 2026",Full Time,,"Security Engineering, Software Development, Fresher",analyst-application-security-intercontinental-exchange-holding-inc-1710337
Engineer - Testing & Quality Assurance,Genpact,Hybrid  |  Bangalore,https://unstop.com/jobs/engineer-testing-quality-assurance-genpact-1710233,"Jul 3, 2026",Full Time,,"Automation Testing, QA Engineering, Fresher",engineer-testing-quality-assurance-genpact-1710233
Structural Engineer,Burns & McDonnell,In Office  |  Mumbai,https://unstop.com/jobs/structural-engineer-burns-mcdonnell-1710350,"Jul 3, 2026",Full Time,1 -,"Structural Engineer, Fresher, Experienced Professionals",structural-engineer-burns-mcdonnell-1710350
Signal Integrity Engineer,Hewlett Packard,In Office  |  Bangalore,https://unstop.com/jobs/signal-integrity-engineer-hewlett-packard-1705268,"Jul 3, 2026",Full Time,,"Electrical Engineer, Electronics Engineer, Fresher",signal-integrity-engineer-hewlett-packard-1705268
